  0.00000E+00  0.27000E-09  0.17200E-08  0.40100E-08  0.80800E-08  0.15400E-07
  0.27400E-07  0.46500E-07  0.75100E-07  0.12300E-06  0.19000E-06  0.35900E-06
  0.85600E-06  0.24000E-05  0.64100E-05  0.13100E-04  0.25200E-04  0.45800E-04
  0.96800E-04  0.26700E-03  0.20000E-02  0.47500E+00  0.95600E+00  0.19100E+01
  0.37400E+01  0.70600E+01  0.13100E+02  0.24000E+02  0.43300E+02  0.76000E+02
  0.12900E+03  0.21000E+03  0.33300E+03  0.27000E-09  0.00000E+00  0.74200E-09
  0.43500E-08  0.98900E-08  0.20100E-07  0.37200E-07  0.64400E-07  0.10700E-06
  0.17800E-06  0.29400E-06  0.55700E-06  0.14400E-05  0.50900E-05  0.19700E-04
  0.90900E-04  0.40000E-03  0.13500E-02  0.39500E-02  0.10800E-01  0.29800E-01
  0.47700E+00  0.95900E+00  0.19100E+01  0.37500E+01  0.70700E+01  0.13100E+02
  0.24000E+02  0.43300E+02  0.76000E+02  0.12900E+03  0.21000E+03  0.33300E+03
  0.17200E-08  0.74200E-09  0.00000E+00  0.29700E-08  0.11100E-07  0.25200E-07
  0.49400E-07  0.88100E-07  0.15100E-06  0.25500E-06  0.44700E-06  0.89500E-06
  0.26300E-05  0.14100E-04  0.79400E-04  0.32700E-03  0.11700E-02  0.34900E-02
  0.95200E-02  0.24700E-01  0.64000E-01  0.47900E+00  0.96300E+00  0.19200E+01
  0.37600E+01  0.70800E+01  0.13100E+02  0.24100E+02  0.43400E+02  0.76100E+02
  0.12900E+03  0.21000E+03  0.33400E+03  0.40100E-08  0.43500E-08  0.29700E-08
  0.00000E+00  0.94300E-08  0.28100E-07  0.62100E-07  0.11700E-06  0.21000E-06
  0.37000E-06  0.70600E-06  0.16100E-05  0.57600E-05  0.45600E-04  0.30900E-03
  0.11200E-02  0.31500E-02  0.79300E-02  0.18900E-01  0.44000E-01  0.10300E+00
  0.48200E+00  0.96700E+00  0.19300E+01  0.37700E+01  0.71000E+01  0.13200E+02
  0.24100E+02  0.43400E+02  0.76200E+02  0.12900E+03  0.21000E+03  0.33400E+03
  0.80800E-08  0.98900E-08  0.11100E-07  0.94300E-08  0.00000E+00  0.22500E-07
  0.67200E-07  0.14300E-06  0.28000E-06  0.57200E-06  0.13300E-05  0.43100E-05
  0.27300E-04  0.17800E-03  0.71800E-03  0.21000E-02  0.53100E-02  0.12500E-01
  0.28200E-01  0.62500E-01  0.13900E+00  0.48500E+00  0.97300E+00  0.19400E+01
  0.37900E+01  0.71200E+01  0.13200E+02  0.24100E+02  0.43500E+02  0.76300E+02
  0.12900E+03  0.21000E+03  0.33400E+03  0.15400E-07  0.20100E-07  0.25200E-07
  0.28100E-07  0.22500E-07  0.00000E+00  0.57300E-07  0.15500E-06  0.35700E-06
  0.88400E-06  0.29600E-05  0.15900E-04  0.86200E-04  0.36100E-03  0.11700E-02
  0.30900E-02  0.74000E-02  0.16700E-01  0.36600E-01  0.78900E-01  0.16900E+00
  0.49000E+00  0.98000E+00  0.19500E+01  0.38000E+01  0.71500E+01  0.13200E+02
  0.24200E+02  0.43600E+02  0.76400E+02  0.12900E+03  0.21000E+03  0.33400E+03
  0.27400E-07  0.37200E-07  0.49400E-07  0.62100E-07  0.67200E-07  0.57300E-07
  0.00000E+00  0.12600E-06  0.38900E-06  0.12700E-05  0.68300E-05  0.39500E-04
  0.16600E-03  0.57100E-03  0.16400E-02  0.40700E-02  0.93500E-02  0.20600E-01
  0.44100E-01  0.92900E-01  0.19600E+00  0.49500E+00  0.98900E+00  0.19600E+01
  0.38300E+01  0.71800E+01  0.13300E+02  0.24300E+02  0.43700E+02  0.76500E+02
  0.12900E+03  0.21000E+03  0.33400E+03  0.46500E-07  0.64400E-07  0.88100E-07
  0.11700E-06  0.14300E-06  0.15500E-06  0.12600E-06  0.00000E+00  0.30600E-06
  0.14100E-05  0.11800E-04  0.67300E-04  0.25200E-03  0.77900E-03  0.20800E-02
  0.49500E-02  0.11100E-01  0.23900E-01  0.50300E-01  0.10500E+00  0.21600E+00
  0.50200E+00  0.10000E+01  0.19800E+01  0.38500E+01  0.72200E+01  0.13300E+02
  0.24400E+02  0.43800E+02  0.76600E+02  0.12900E+03  0.21100E+03  0.33500E+03
  0.75100E-07  0.10700E-06  0.15100E-06  0.21000E-06  0.28000E-06  0.35700E-06
  0.38900E-06  0.30600E-06  0.00000E+00  0.91900E-06  0.12900E-04  0.89000E-04
  0.33100E-03  0.97500E-03  0.24800E-02  0.57400E-02  0.12600E-01  0.26700E-01
  0.55600E-01  0.11400E+00  0.23200E+00  0.51000E+00  0.10100E+01  0.20000E+01
  0.38800E+01  0.72600E+01  0.13400E+02  0.24500E+02  0.43900E+02  0.76800E+02
  0.13000E+03  0.21100E+03  0.33500E+03  0.12300E-06  0.17800E-06  0.25500E-06
  0.37000E-06  0.57200E-06  0.88400E-06  0.12700E-05  0.14100E-05  0.91900E-06
  0.00000E+00  0.58200E-05  0.90300E-04  0.38600E-03  0.11400E-02  0.28400E-02
  0.64500E-02  0.14000E-01  0.29200E-01  0.60100E-01  0.12200E+00  0.24600E+00
  0.52000E+00  0.10300E+01  0.20200E+01  0.39200E+01  0.73200E+01  0.13500E+02
  0.24600E+02  0.44100E+02  0.77000E+02  0.13000E+03  0.21100E+03  0.33500E+03
  0.19000E-06  0.29400E-06  0.44700E-06  0.70600E-06  0.13300E-05  0.29600E-05
  0.68300E-05  0.11800E-04  0.12900E-04  0.58200E-05  0.00000E+00  0.50100E-04
  0.37800E-03  0.12300E-02  0.31200E-02  0.70600E-02  0.15200E-01  0.31600E-01
  0.64300E-01  0.12900E+00  0.25900E+00  0.53200E+00  0.10500E+01  0.20500E+01
  0.39700E+01  0.73900E+01  0.13600E+02  0.24700E+02  0.44300E+02  0.77300E+02
  0.13000E+03  0.21200E+03  0.33500E+03  0.35900E-06  0.55700E-06  0.89500E-06
  0.16100E-05  0.43100E-05  0.15900E-04  0.39500E-04  0.67300E-04  0.89000E-04
  0.90300E-04  0.50100E-04  0.00000E+00  0.24600E-03  0.11700E-02  0.32300E-02
  0.75100E-02  0.16200E-01  0.33600E-01  0.68100E-01  0.13600E+00  0.27000E+00
  0.54500E+00  0.10700E+01  0.20900E+01  0.40200E+01  0.74600E+01  0.13700E+02
  0.24800E+02  0.44500E+02  0.77500E+02  0.13000E+03  0.21200E+03  0.33500E+03
  0.85600E-06  0.14400E-05  0.26300E-05  0.57600E-05  0.27300E-04  0.86200E-04
  0.16600E-03  0.25200E-03  0.33100E-03  0.38600E-03  0.37800E-03  0.24600E-03
  0.00000E+00  0.10400E-02  0.32900E-02  0.79800E-02  0.17500E-01  0.36300E-01
  0.73400E-01  0.14600E+00  0.28600E+00  0.56000E+00  0.10900E+01  0.21300E+01
  0.40800E+01  0.75500E+01  0.13800E+02  0.25000E+02  0.44700E+02  0.77800E+02
  0.13100E+03  0.21200E+03  0.33500E+03  0.24000E-05  0.50900E-05  0.14100E-04
  0.45600E-04  0.17800E-03  0.36100E-03  0.57100E-03  0.77900E-03  0.97500E-03
  0.11400E-02  0.12300E-02  0.11700E-02  0.10400E-02  0.00000E+00  0.23400E-02
  0.72700E-02  0.17300E-01  0.37000E-01  0.75600E-01  0.15000E+00  0.29500E+00
  0.57500E+00  0.11200E+01  0.21700E+01  0.41500E+01  0.76400E+01  0.13900E+02
  0.25200E+02  0.44900E+02  0.78000E+02  0.13100E+03  0.21200E+03  0.33500E+03
  0.64100E-05  0.19700E-04  0.79400E-04  0.30900E-03  0.71800E-03  0.11700E-02
  0.16400E-02  0.20800E-02  0.24800E-02  0.28400E-02  0.31200E-02  0.32300E-02
  0.32900E-02  0.23400E-02  0.00000E+00  0.50900E-02  0.15500E-01  0.36100E-01
  0.76300E-01  0.15400E+00  0.30300E+00  0.59000E+00  0.11400E+01  0.22100E+01
  0.42200E+01  0.77400E+01  0.14100E+02  0.25400E+02  0.45100E+02  0.78200E+02
  0.13100E+03  0.21200E+03  0.33400E+03  0.13100E-04  0.90900E-04  0.32700E-03
  0.11200E-02  0.21000E-02  0.30900E-02  0.40700E-02  0.49500E-02  0.57400E-02
  0.64500E-02  0.70600E-02  0.75100E-02  0.79800E-02  0.72700E-02  0.50900E-02
  0.60000E-03  0.10700E-01  0.32100E-01  0.73700E-01  0.15400E+00  0.30700E+00
  0.60200E+00  0.11700E+01  0.22500E+01  0.42900E+01  0.78500E+01  0.14200E+02
  0.25500E+02  0.45300E+02  0.78300E+02  0.13100E+03  0.21100E+03  0.33200E+03
  0.25200E-04  0.40000E-03  0.11700E-02  0.31500E-02  0.53100E-02  0.74000E-02
  0.93500E-02  0.11100E-01  0.12600E-01  0.14000E-01  0.15200E-01  0.16200E-01
  0.17500E-01  0.17300E-01  0.15500E-01  0.10700E-01  0.13000E-02  0.21900E-01
  0.64800E-01  0.14700E+00  0.30600E+00  0.60900E+00  0.11900E+01  0.23000E+01
  0.43600E+01  0.79500E+01  0.14300E+02  0.25700E+02  0.45400E+02  0.78400E+02
  0.13100E+03  0.21000E+03  0.33000E+03  0.45800E-04  0.13500E-02  0.34900E-02
  0.79300E-02  0.12500E-01  0.16700E-01  0.20600E-01  0.23900E-01  0.26700E-01
  0.29200E-01  0.31600E-01  0.33600E-01  0.36300E-01  0.37000E-01  0.36100E-01
  0.32100E-01  0.21900E-01  0.20000E-02  0.43700E-01  0.12900E+00  0.29100E+00
  0.60300E+00  0.12000E+01  0.23300E+01  0.44300E+01  0.80500E+01  0.14500E+02
  0.25800E+02  0.45600E+02  0.78400E+02  0.13000E+03  0.20900E+03  0.32700E+03
  0.96800E-04  0.39500E-02  0.95200E-02  0.18900E-01  0.28200E-01  0.36600E-01
  0.44100E-01  0.50300E-01  0.55600E-01  0.60100E-01  0.64300E-01  0.68100E-01
  0.73400E-01  0.75600E-01  0.76300E-01  0.73700E-01  0.64800E-01  0.43700E-01
  0.60000E-02  0.86300E-01  0.25300E+00  0.57300E+00  0.11800E+01  0.23400E+01
  0.44700E+01  0.81300E+01  0.14600E+02  0.26000E+02  0.45600E+02  0.78200E+02
  0.12900E+03  0.20700E+03  0.32300E+03  0.26700E-03  0.10800E-01  0.24700E-01
  0.44000E-01  0.62500E-01  0.78900E-01  0.92900E-01  0.10500E+00  0.11400E+00
  0.12200E+00  0.12900E+00  0.13600E+00  0.14600E+00  0.15000E+00  0.15400E+00
  0.15400E+00  0.14700E+00  0.12900E+00  0.86300E-01  0.10000E-01  0.16900E+00
  0.49700E+00  0.11200E+01  0.23100E+01  0.44800E+01  0.81700E+01  0.14600E+02
  0.26000E+02  0.45600E+02  0.77900E+02  0.12800E+03  0.20400E+03  0.31700E+03
  0.20000E-02  0.29800E-01  0.64000E-01  0.10300E+00  0.13900E+00  0.16900E+00
  0.19600E+00  0.21600E+00  0.23200E+00  0.24600E+00  0.25900E+00  0.27000E+00
  0.28600E+00  0.29500E+00  0.30300E+00  0.30700E+00  0.30600E+00  0.29100E+00
  0.25300E+00  0.16900E+00  0.25000E-01  0.33200E+00  0.97300E+00  0.21900E+01
  0.44100E+01  0.81300E+01  0.14600E+02  0.26000E+02  0.45500E+02  0.77400E+02
  0.12700E+03  0.20000E+03  0.31000E+03  0.47500E+00  0.47700E+00  0.47900E+00
  0.48200E+00  0.48500E+00  0.49000E+00  0.49500E+00  0.50200E+00  0.51000E+00
  0.52000E+00  0.53200E+00  0.54500E+00  0.56000E+00  0.57500E+00  0.59000E+00
  0.60200E+00  0.60900E+00  0.60300E+00  0.57300E+00  0.49700E+00  0.33200E+00
  0.55000E-01  0.65100E+00  0.18900E+01  0.41500E+01  0.78900E+01  0.14400E+02
  0.25700E+02  0.45000E+02  0.76300E+02  0.12500E+03  0.19500E+03  0.30000E+03
  0.95600E+00  0.95900E+00  0.96300E+00  0.96700E+00  0.97300E+00  0.98000E+00
